대분류,품목명,단가,기준일,수출금액
2차전지·배터리소재,2차전지·배터리소재_동박,9.719837,2016-01-10,3345320
2차전지·배터리소재,2차전지·배터리소재_동박,9.485166,2016-01-20,10223895
2차전지·배터리소재,2차전지·배터리소재_동박,9.503924,2016-01-31,15773712
2차전지·배터리소재,2차전지·배터리소재_동박,9.611198,2016-02-10,3525422
2차전지·배터리소재,2차전지·배터리소재_동박,9.456706,2016-02-20,10498199
2차전지·배터리소재,2차전지·배터리소재_동박,9.635548,2016-02-29,16294421
2차전지·배터리소재,2차전지·배터리소재_동박,8.757568,2016-03-10,4751259
2차전지·배터리소재,2차전지·배터리소재_동박,9.241938,2016-03-20,8505868
2차전지·배터리소재,2차전지·배터리소재_동박,9.518227,2016-03-31,14751963
2차전지·배터리소재,2차전지·배터리소재_동박,10.204324,2016-04-10,3324923
2차전지·배터리소재,2차전지·배터리소재_동박,10.117113,2016-04-20,8336060
2차전지·배터리소재,2차전지·배터리소재_동박,9.694004,2016-04-30,15628934
2차전지·배터리소재,2차전지·배터리소재_동박,9.895153,2016-05-10,3555189
2차전지·배터리소재,2차전지·배터리소재_동박,9.627811,2016-05-20,10856268
2차전지·배터리소재,2차전지·배터리소재_동박,9.604054,2016-05-31,17716260
2차전지·배터리소재,2차전지·배터리소재_동박,9.830951,2016-06-10,3646246
2차전지·배터리소재,2차전지·배터리소재_동박,9.809479,2016-06-20,8239996
2차전지·배터리소재,2차전지·배터리소재_동박,9.674919,2016-06-30,16093717
2차전지·배터리소재,2차전지·배터리소재_동박,9.83377,2016-07-10,2654988
2차전지·배터리소재,2차전지·배터리소재_동박,9.978099,2016-07-20,8474896
2차전지·배터리소재,2차전지·배터리소재_동박,9.94937,2016-07-31,16289376
2차전지·배터리소재,2차전지·배터리소재_동박,9.957642,2016-08-10,4803695
2차전지·배터리소재,2차전지·배터리소재_동박,10.093732,2016-08-20,10065543
2차전지·배터리소재,2차전지·배터리소재_동박,10.053908,2016-08-31,17667299
2차전지·배터리소재,2차전지·배터리소재_동박,10.635726,2016-09-10,4903236
2차전지·배터리소재,2차전지·배터리소재_동박,10.464636,2016-09-20,9799172
2차전지·배터리소재,2차전지·배터리소재_동박,10.268861,2016-09-30,18929482
2차전지·배터리소재,2차전지·배터리소재_동박,10.084962,2016-10-10,4221324
2차전지·배터리소재,2차전지·배터리소재_동박,10.28449,2016-10-20,11434022
2차전지·배터리소재,2차전지·배터리소재_동박,10.261914,2016-10-31,19115735
2차전지·배터리소재,2차전지·배터리소재_동박,11.159296,2016-11-10,2933802
2차전지·배터리소재,2차전지·배터리소재_동박,10.568521,2016-11-20,6919863
2차전지·배터리소재,2차전지·배터리소재_동박,10.440281,2016-11-30,14199202
2차전지·배터리소재,2차전지·배터리소재_동박,10.664024,2016-12-10,4558552
2차전지·배터리소재,2차전지·배터리소재_동박,10.951793,2016-12-20,10219837
2차전지·배터리소재,2차전지·배터리소재_동박,10.775752,2016-12-31,18345520
2차전지·배터리소재,2차전지·배터리소재_동박,11.476804,2017-01-10,4784828
2차전지·배터리소재,2차전지·배터리소재_동박,11.559161,2017-01-20,12804334
2차전지·배터리소재,2차전지·배터리소재_동박,11.280421,2017-01-31,17959693
2차전지·배터리소재,2차전지·배터리소재_동박,12.207533,2017-02-10,6288450
2차전지·배터리소재,2차전지·배터리소재_동박,11.966024,2017-02-20,11020958
2차전지·배터리소재,2차전지·배터리소재_동박,11.726832,2017-02-28,19930881
2차전지·배터리소재,2차전지·배터리소재_동박,11.629389,2017-03-10,5286690
2차전지·배터리소재,2차전지·배터리소재_동박,10.591078,2017-03-20,9441604
2차전지·배터리소재,2차전지·배터리소재_동박,11.188439,2017-03-31,21138042
2차전지·배터리소재,2차전지·배터리소재_동박,10.7414,2017-04-10,2826809
2차전지·배터리소재,2차전지·배터리소재_동박,11.337244,2017-04-20,9266576
2차전지·배터리소재,2차전지·배터리소재_동박,11.598106,2017-04-30,18791772
2차전지·배터리소재,2차전지·배터리소재_동박,11.843582,2017-05-10,2857903
2차전지·배터리소재,2차전지·배터리소재_동박,11.319591,2017-05-20,8848764
2차전지·배터리소재,2차전지·배터리소재_동박,11.569963,2017-05-31,20089560
2차전지·배터리소재,2차전지·배터리소재_동박,11.881103,2017-06-10,5352333
2차전지·배터리소재,2차전지·배터리소재_동박,11.787277,2017-06-20,11866600
2차전지·배터리소재,2차전지·배터리소재_동박,11.700447,2017-06-30,23638642
2차전지·배터리소재,2차전지·배터리소재_동박,13.29393,2017-07-10,3708076
2차전지·배터리소재,2차전지·배터리소재_동박,12.597132,2017-07-20,12332118
2차전지·배터리소재,2차전지·배터리소재_동박,12.212778,2017-07-31,24226873
2차전지·배터리소재,2차전지·배터리소재_동박,12.474419,2017-08-10,4694741
2차전지·배터리소재,2차전지·배터리소재_동박,12.060636,2017-08-20,12799133
2차전지·배터리소재,2차전지·배터리소재_동박,11.857631,2017-08-31,25144466
2차전지·배터리소재,2차전지·배터리소재_동박,12.637194,2017-09-10,4591815
2차전지·배터리소재,2차전지·배터리소재_동박,12.920411,2017-09-20,13844644
2차전지·배터리소재,2차전지·배터리소재_동박,12.916354,2017-09-30,26389729
2차전지·배터리소재,2차전지·배터리소재_동박,12.532743,2017-10-10,2491864
2차전지·배터리소재,2차전지·배터리소재_동박,13.045453,2017-10-20,14480225
2차전지·배터리소재,2차전지·배터리소재_동박,13.008696,2017-10-31,26482974
2차전지·배터리소재,2차전지·배터리소재_동박,12.833292,2017-11-10,7376242
2차전지·배터리소재,2차전지·배터리소재_동박,12.852737,2017-11-20,14517600
2차전지·배터리소재,2차전지·배터리소재_동박,12.946727,2017-11-30,28424476
2차전지·배터리소재,2차전지·배터리소재_동박,13.582184,2017-12-10,6736421
2차전지·배터리소재,2차전지·배터리소재_동박,13.328763,2017-12-20,19124742
2차전지·배터리소재,2차전지·배터리소재_동박,13.197743,2017-12-31,30836826
2차전지·배터리소재,2차전지·배터리소재_동박,13.914362,2018-01-10,8737255
2차전지·배터리소재,2차전지·배터리소재_동박,13.904046,2018-01-20,17994609
2차전지·배터리소재,2차전지·배터리소재_동박,13.670007,2018-01-31,30965541
2차전지·배터리소재,2차전지·배터리소재_동박,13.697371,2018-02-10,8570183
2차전지·배터리소재,2차전지·배터리소재_동박,13.637129,2018-02-20,18134022
2차전지·배터리소재,2차전지·배터리소재_동박,13.544185,2018-02-28,27954759
2차전지·배터리소재,2차전지·배터리소재_동박,13.804517,2018-03-10,6223655
2차전지·배터리소재,2차전지·배터리소재_동박,13.616852,2018-03-20,15903908
2차전지·배터리소재,2차전지·배터리소재_동박,13.683454,2018-03-31,28816761
2차전지·배터리소재,2차전지·배터리소재_동박,13.764039,2018-04-10,7350588
2차전지·배터리소재,2차전지·배터리소재_동박,13.620647,2018-04-20,18364057
2차전지·배터리소재,2차전지·배터리소재_동박,13.575937,2018-04-30,29057574
2차전지·배터리소재,2차전지·배터리소재_동박,13.485378,2018-05-10,7624561
2차전지·배터리소재,2차전지·배터리소재_동박,13.598605,2018-05-20,15142198
2차전지·배터리소재,2차전지·배터리소재_동박,13.585638,2018-05-31,27356649
2차전지·배터리소재,2차전지·배터리소재_동박,13.791334,2018-06-10,6512524
2차전지·배터리소재,2차전지·배터리소재_동박,13.66334,2018-06-20,17365021
2차전지·배터리소재,2차전지·배터리소재_동박,13.755821,2018-06-30,29585266
2차전지·배터리소재,2차전지·배터리소재_동박,13.864952,2018-07-10,8651100
2차전지·배터리소재,2차전지·배터리소재_동박,13.896235,2018-07-20,20575136
2차전지·배터리소재,2차전지·배터리소재_동박,13.835119,2018-07-31,32039405
2차전지·배터리소재,2차전지·배터리소재_동박,13.696936,2018-08-10,10183505
2차전지·배터리소재,2차전지·배터리소재_동박,13.68326,2018-08-20,16428990
2차전지·배터리소재,2차전지·배터리소재_동박,13.535284,2018-08-31,31229399
2차전지·배터리소재,2차전지·배터리소재_동박,13.501865,2018-09-10,6561332
2차전지·배터리소재,2차전지·배터리소재_동박,13.321183,2018-09-20,17392794
2차전지·배터리소재,2차전지·배터리소재_동박,13.277309,2018-09-30,26819870
2차전지·배터리소재,2차전지·배터리소재_동박,13.718699,2018-10-10,7076403
2차전지·배터리소재,2차전지·배터리소재_동박,13.422343,2018-10-20,19095206
2차전지·배터리소재,2차전지·배터리소재_동박,13.374363,2018-10-31,29694575
2차전지·배터리소재,2차전지·배터리소재_동박,13.119996,2018-11-10,10635315
2차전지·배터리소재,2차전지·배터리소재_동박,13.119363,2018-11-20,20233700
2차전지·배터리소재,2차전지·배터리소재_동박,13.373017,2018-11-30,30856089
2차전지·배터리소재,2차전지·배터리소재_동박,13.550779,2018-12-10,7642885
2차전지·배터리소재,2차전지·배터리소재_동박,13.704006,2018-12-20,18013423
2차전지·배터리소재,2차전지·배터리소재_동박,13.504113,2018-12-31,26407135
2차전지·배터리소재,2차전지·배터리소재_동박,13.427115,2019-01-10,8943053
2차전지·배터리소재,2차전지·배터리소재_동박,13.269755,2019-01-20,17642315
2차전지·배터리소재,2차전지·배터리소재_동박,13.302085,2019-01-31,31126169
2차전지·배터리소재,2차전지·배터리소재_동박,12.791043,2019-02-10,3842821
2차전지·배터리소재,2차전지·배터리소재_동박,13.402834,2019-02-20,16420052
2차전지·배터리소재,2차전지·배터리소재_동박,13.101358,2019-02-28,27346760
2차전지·배터리소재,2차전지·배터리소재_동박,14.205543,2019-03-10,6397124
2차전지·배터리소재,2차전지·배터리소재_동박,13.66923,2019-03-20,15100129
2차전지·배터리소재,2차전지·배터리소재_동박,13.266128,2019-03-31,26774544
2차전지·배터리소재,2차전지·배터리소재_동박,13.402302,2019-04-10,10543360
2차전지·배터리소재,2차전지·배터리소재_동박,13.328241,2019-04-20,19639953
2차전지·배터리소재,2차전지·배터리소재_동박,13.26249,2019-04-30,29971714
2차전지·배터리소재,2차전지·배터리소재_동박,13.534133,2019-05-10,9020471
2차전지·배터리소재,2차전지·배터리소재_동박,13.424557,2019-05-20,20319633
2차전지·배터리소재,2차전지·배터리소재_동박,13.321572,2019-05-31,34349612
2차전지·배터리소재,2차전지·배터리소재_동박,13.192352,2019-06-10,7492657
2차전지·배터리소재,2차전지·배터리소재_동박,13.376536,2019-06-20,20986702
2차전지·배터리소재,2차전지·배터리소재_동박,13.309548,2019-06-30,26865157
2차전지·배터리소재,2차전지·배터리소재_동박,13.102002,2019-07-10,10025741
2차전지·배터리소재,2차전지·배터리소재_동박,13.135196,2019-07-20,20209938
2차전지·배터리소재,2차전지·배터리소재_동박,13.324831,2019-07-31,31983687
2차전지·배터리소재,2차전지·배터리소재_동박,17.202229,2019-08-10,11899939
2차전지·배터리소재,2차전지·배터리소재_동박,15.31215,2019-08-20,20785039
2차전지·배터리소재,2차전지·배터리소재_동박,14.43733,2019-08-31,34498487
2차전지·배터리소재,2차전지·배터리소재_동박,13.428246,2019-09-10,12639262
2차전지·배터리소재,2차전지·배터리소재_동박,13.291404,2019-09-20,24595642
2차전지·배터리소재,2차전지·배터리소재_동박,13.22672,2019-09-30,31267656
2차전지·배터리소재,2차전지·배터리소재_동박,12.897427,2019-10-10,8640799
2차전지·배터리소재,2차전지·배터리소재_동박,12.926869,2019-10-20,16639003
2차전지·배터리소재,2차전지·배터리소재_동박,13.008488,2019-10-31,27568761
2차전지·배터리소재,2차전지·배터리소재_동박,13.138893,2019-11-10,7627907
2차전지·배터리소재,2차전지·배터리소재_동박,13.081856,2019-11-20,17529322
2차전지·배터리소재,2차전지·배터리소재_동박,13.018705,2019-11-30,27643218
2차전지·배터리소재,2차전지·배터리소재_동박,12.759122,2019-12-10,7300812
2차전지·배터리소재,2차전지·배터리소재_동박,12.730586,2019-12-20,16570127
2차전지·배터리소재,2차전지·배터리소재_동박,12.697119,2019-12-31,22129862
2차전지·배터리소재,2차전지·배터리소재_동박,12.583123,2020-01-10,7463554
2차전지·배터리소재,2차전지·배터리소재_동박,12.491331,2020-01-20,12465784
2차전지·배터리소재,2차전지·배터리소재_동박,12.428506,2020-01-31,20843122
2차전지·배터리소재,2차전지·배터리소재_동박,12.684513,2020-02-10,4091947
2차전지·배터리소재,2차전지·배터리소재_동박,12.67972,2020-02-20,12263379
2차전지·배터리소재,2차전지·배터리소재_동박,12.760554,2020-02-29,22526743
2차전지·배터리소재,2차전지·배터리소재_동박,12.48933,2020-03-10,7200322
2차전지·배터리소재,2차전지·배터리소재_동박,12.510438,2020-03-20,19084111
2차전지·배터리소재,2차전지·배터리소재_동박,12.706545,2020-03-31,33881201
2차전지·배터리소재,2차전지·배터리소재_동박,12.294191,2020-04-10,9999102
2차전지·배터리소재,2차전지·배터리소재_동박,12.200843,2020-04-20,18680989
2차전지·배터리소재,2차전지·배터리소재_동박,12.1972,2020-04-30,31633316
2차전지·배터리소재,2차전지·배터리소재_동박,12.353534,2020-05-10,7559065
2차전지·배터리소재,2차전지·배터리소재_동박,12.126673,2020-05-20,15709760
2차전지·배터리소재,2차전지·배터리소재_동박,11.918903,2020-05-31,26005344
2차전지·배터리소재,2차전지·배터리소재_동박,11.632327,2020-06-10,9497165
2차전지·배터리소재,2차전지·배터리소재_동박,11.595093,2020-06-20,19811718
2차전지·배터리소재,2차전지·배터리소재_동박,11.537958,2020-06-30,27181504
2차전지·배터리소재,2차전지·배터리소재_동박,11.817301,2020-07-10,12105702
2차전지·배터리소재,2차전지·배터리소재_동박,11.808903,2020-07-20,18819483
2차전지·배터리소재,2차전지·배터리소재_동박,11.955503,2020-07-31,32195699
2차전지·배터리소재,2차전지·배터리소재_동박,12.490551,2020-08-10,12109062
2차전지·배터리소재,2차전지·배터리소재_동박,12.23732,2020-08-20,23532986
2차전지·배터리소재,2차전지·배터리소재_동박,12.490875,2020-08-31,36811612
2차전지·배터리소재,2차전지·배터리소재_동박,12.620556,2020-09-10,12897076
2차전지·배터리소재,2차전지·배터리소재_동박,12.664523,2020-09-20,26461531
2차전지·배터리소재,2차전지·배터리소재_동박,12.886089,2020-09-30,45879652
2차전지·배터리소재,2차전지·배터리소재_동박,13.073125,2020-10-10,8241103
2차전지·배터리소재,2차전지·배터리소재_동박,13.091123,2020-10-20,24765914
2차전지·배터리소재,2차전지·배터리소재_동박,13.024549,2020-10-31,44254421
2차전지·배터리소재,2차전지·배터리소재_동박,13.460501,2020-11-10,11857626
2차전지·배터리소재,2차전지·배터리소재_동박,13.166954,2020-11-20,29751735
2차전지·배터리소재,2차전지·배터리소재_동박,13.261298,2020-11-30,46436850
2차전지·배터리소재,2차전지·배터리소재_동박,13.370997,2020-12-10,12199620
2차전지·배터리소재,2차전지·배터리소재_동박,13.212863,2020-12-20,27775181
2차전지·배터리소재,2차전지·배터리소재_동박,13.340372,2020-12-31,49890050
2차전지·배터리소재,2차전지·배터리소재_동박,13.868922,2021-01-10,11471884
2차전지·배터리소재,2차전지·배터리소재_동박,13.701958,2021-01-20,31233164
2차전지·배터리소재,2차전지·배터리소재_동박,13.735128,2021-01-31,48350407
2차전지·배터리소재,2차전지·배터리소재_동박,13.795046,2021-02-10,14642937
2차전지·배터리소재,2차전지·배터리소재_동박,14.038366,2021-02-20,29824612
2차전지·배터리소재,2차전지·배터리소재_동박,14.063082,2021-02-28,43690552
2차전지·배터리소재,2차전지·배터리소재_동박,15.063812,2021-03-10,12783150
2차전지·배터리소재,2차전지·배터리소재_동박,14.94503,2021-03-20,30709466
2차전지·배터리소재,2차전지·배터리소재_동박,14.904798,2021-03-31,52592823
2차전지·배터리소재,2차전지·배터리소재_동박,14.84571,2021-04-10,14087522
2차전지·배터리소재,2차전지·배터리소재_동박,14.832188,2021-04-20,30768614
2차전지·배터리소재,2차전지·배터리소재_동박,14.757215,2021-04-30,52313589
2차전지·배터리소재,2차전지·배터리소재_동박,15.167133,2021-05-10,12330388
2차전지·배터리소재,2차전지·배터리소재_동박,15.282363,2021-05-20,34296805
2차전지·배터리소재,2차전지·배터리소재_동박,15.280144,2021-05-31,55490956
2차전지·배터리소재,2차전지·배터리소재_동박,15.751904,2021-06-10,19125332
2차전지·배터리소재,2차전지·배터리소재_동박,15.818293,2021-06-20,32681423
2차전지·배터리소재,2차전지·배터리소재_동박,15.758992,2021-06-30,58032870
2차전지·배터리소재,2차전지·배터리소재_동박,16.460538,2021-07-10,18213249
2차전지·배터리소재,2차전지·배터리소재_동박,16.372819,2021-07-20,37613936
2차전지·배터리소재,2차전지·배터리소재_동박,16.350735,2021-07-31,71947990
2차전지·배터리소재,2차전지·배터리소재_동박,16.138951,2021-08-10,20638986
2차전지·배터리소재,2차전지·배터리소재_동박,16.064203,2021-08-20,42332924
2차전지·배터리소재,2차전지·배터리소재_동박,15.658619,2021-08-31,70344907
2차전지·배터리소재,2차전지·배터리소재_동박,15.817484,2021-09-10,25454043
2차전지·배터리소재,2차전지·배터리소재_동박,15.867388,2021-09-20,44087502
2차전지·배터리소재,2차전지·배터리소재_동박,15.876496,2021-09-30,66540057
2차전지·배터리소재,2차전지·배터리소재_동박,15.996495,2021-10-10,12902872
2차전지·배터리소재,2차전지·배터리소재_동박,15.845189,2021-10-20,36517309
2차전지·배터리소재,2차전지·배터리소재_동박,15.796824,2021-10-31,54923683
2차전지·배터리소재,2차전지·배터리소재_동박,15.786234,2021-11-10,19570884
2차전지·배터리소재,2차전지·배터리소재_동박,15.798842,2021-11-20,35930852
2차전지·배터리소재,2차전지·배터리소재_동박,15.802335,2021-11-30,56138516
2차전지·배터리소재,2차전지·배터리소재_동박,16.189699,2021-12-10,19681040
2차전지·배터리소재,2차전지·배터리소재_동박,16.197741,2021-12-20,38376603
2차전지·배터리소재,2차전지·배터리소재_동박,16.201072,2021-12-31,64344917
2차전지·배터리소재,2차전지·배터리소재_동박,16.511016,2022-01-10,16237174
2차전지·배터리소재,2차전지·배터리소재_동박,16.430147,2022-01-20,42853868
2차전지·배터리소재,2차전지·배터리소재_동박,16.348409,2022-01-31,70332486
2차전지·배터리소재,2차전지·배터리소재_동박,16.53445,2022-02-10,14487653
2차전지·배터리소재,2차전지·배터리소재_동박,16.370433,2022-02-20,40753495
2차전지·배터리소재,2차전지·배터리소재_동박,16.364763,2022-02-28,66196342
2차전지·배터리소재,2차전지·배터리소재_동박,16.241767,2022-03-10,20470984
2차전지·배터리소재,2차전지·배터리소재_동박,16.438092,2022-03-20,43275274
2차전지·배터리소재,2차전지·배터리소재_동박,16.370341,2022-03-31,73257053
2차전지·배터리소재,2차전지·배터리소재_동박,16.362232,2022-04-10,12332652
2차전지·배터리소재,2차전지·배터리소재_동박,15.929374,2022-04-20,37428452
2차전지·배터리소재,2차전지·배터리소재_동박,16.131377,2022-04-30,60619494
2차전지·배터리소재,2차전지·배터리소재_동박,16.710296,2022-05-10,13018737
2차전지·배터리소재,2차전지·배터리소재_동박,16.632404,2022-05-20,35991573
2차전지·배터리소재,2차전지·배터리소재_동박,16.520287,2022-05-31,64274933
2차전지·배터리소재,2차전지·배터리소재_동박,16.492382,2022-06-10,13837172
2차전지·배터리소재,2차전지·배터리소재_동박,16.291655,2022-06-20,31038050
2차전지·배터리소재,2차전지·배터리소재_동박,16.27264,2022-06-30,69846436
2차전지·배터리소재,2차전지·배터리소재_동박,16.486445,2022-07-10,12321273
2차전지·배터리소재,2차전지·배터리소재_동박,15.964765,2022-07-20,40306592
2차전지·배터리소재,2차전지·배터리소재_동박,15.93485,2022-07-31,63666157
2차전지·배터리소재,2차전지·배터리소재_동박,15.482549,2022-08-10,17735375
2차전지·배터리소재,2차전지·배터리소재_동박,15.295738,2022-08-20,40488880
2차전지·배터리소재,2차전지·배터리소재_동박,15.251036,2022-08-31,67263263
2차전지·배터리소재,2차전지·배터리소재_동박,14.486505,2022-09-10,13483427
2차전지·배터리소재,2차전지·배터리소재_동박,14.704697,2022-09-20,35186828
2차전지·배터리소재,2차전지·배터리소재_동박,14.231363,2022-09-30,57782086
2차전지·배터리소재,2차전지·배터리소재_동박,14.419305,2022-10-10,8298362
2차전지·배터리소재,2차전지·배터리소재_동박,14.484819,2022-10-20,33897712
2차전지·배터리소재,2차전지·배터리소재_동박,14.554853,2022-10-31,54087881
2차전지·배터리소재,2차전지·배터리소재_동박,14.209534,2022-11-10,19673636
2차전지·배터리소재,2차전지·배터리소재_동박,14.229479,2022-11-20,38054938
2차전지·배터리소재,2차전지·배터리소재_동박,14.037259,2022-11-30,53536930
2차전지·배터리소재,2차전지·배터리소재_동박,14.164187,2022-12-10,10109694
2차전지·배터리소재,2차전지·배터리소재_동박,14.056855,2022-12-20,26175292
2차전지·배터리소재,2차전지·배터리소재_동박,13.96023,2022-12-31,48544664
2차전지·배터리소재,2차전지·배터리소재_동박,14.442455,2023-01-10,7632962
2차전지·배터리소재,2차전지·배터리소재_동박,13.978702,2023-01-20,32719137
2차전지·배터리소재,2차전지·배터리소재_동박,13.908894,2023-01-31,47314301
2차전지·배터리소재,2차전지·배터리소재_동박,14.352021,2023-02-10,11390543
2차전지·배터리소재,2차전지·배터리소재_동박,13.981627,2023-02-20,27146487
2차전지·배터리소재,2차전지·배터리소재_동박,14.251481,2023-02-28,47099563
2차전지·배터리소재,2차전지·배터리소재_동박,14.348145,2023-03-10,12631844
2차전지·배터리소재,2차전지·배터리소재_동박,14.397487,2023-03-20,23332827
2차전지·배터리소재,2차전지·배터리소재_동박,14.36871,2023-03-31,56711215
2차전지·배터리소재,2차전지·배터리소재_동박,14.058829,2023-04-10,9455138
2차전지·배터리소재,2차전지·배터리소재_동박,14.419945,2023-04-20,32680797
2차전지·배터리소재,2차전지·배터리소재_동박,14.541363,2023-04-30,48744330
2차전지·배터리소재,2차전지·배터리소재_동박,13.212695,2023-05-10,12820309
2차전지·배터리소재,2차전지·배터리소재_동박,13.680959,2023-05-20,33129627
2차전지·배터리소재,2차전지·배터리소재_동박,14.071814,2023-05-31,58130797
2차전지·배터리소재,2차전지·배터리소재_동박,14.646398,2023-06-10,12457650
2차전지·배터리소재,2차전지·배터리소재_동박,14.283744,2023-06-20,28874968
2차전지·배터리소재,2차전지·배터리소재_동박,14.289479,2023-06-30,58472461
2차전지·배터리소재,2차전지·배터리소재_동박,13.55742,2023-07-10,9099848
2차전지·배터리소재,2차전지·배터리소재_동박,14.182372,2023-07-20,31155554
2차전지·배터리소재,2차전지·배터리소재_동박,14.087624,2023-07-31,53367339
2차전지·배터리소재,2차전지·배터리소재_동박,14.525113,2023-08-10,13148488
2차전지·배터리소재,2차전지·배터리소재_동박,14.400195,2023-08-20,31674305
2차전지·배터리소재,2차전지·배터리소재_동박,14.143646,2023-08-31,55627769
2차전지·배터리소재,2차전지·배터리소재_동박,14.252059,2023-09-10,12600665
2차전지·배터리소재,2차전지·배터리소재_동박,14.537769,2023-09-20,31297144
2차전지·배터리소재,2차전지·배터리소재_동박,14.478666,2023-09-30,46885070
2차전지·배터리소재,2차전지·배터리소재_동박,13.951051,2023-10-10,9437099
2차전지·배터리소재,2차전지·배터리소재_동박,14.274337,2023-10-20,24473891
2차전지·배터리소재,2차전지·배터리소재_동박,14.209593,2023-10-31,44033440
2차전지·배터리소재,2차전지·배터리소재_동박,13.692086,2023-11-10,8665765
2차전지·배터리소재,2차전지·배터리소재_동박,14.062882,2023-11-20,21154295
2차전지·배터리소재,2차전지·배터리소재_동박,14.225957,2023-11-30,34648963
2차전지·배터리소재,2차전지·배터리소재_동박,14.401744,2023-12-10,5428626
2차전지·배터리소재,2차전지·배터리소재_동박,14.339839,2023-12-20,15342774
2차전지·배터리소재,2차전지·배터리소재_동박,14.263435,2023-12-31,25791560
2차전지·배터리소재,2차전지·배터리소재_동박,14.218173,2024-01-10,9394552
2차전지·배터리소재,2차전지·배터리소재_동박,14.15318,2024-01-20,19322394
2차전지·배터리소재,2차전지·배터리소재_동박,14.053687,2024-01-31,34751531
2차전지·배터리소재,2차전지·배터리소재_동박,13.309297,2024-02-10,8749462
2차전지·배터리소재,2차전지·배터리소재_동박,13.524502,2024-02-20,19997765
2차전지·배터리소재,2차전지·배터리소재_동박,13.650753,2024-02-29,27962334
2차전지·배터리소재,2차전지·배터리소재_동박,14.059031,2024-03-10,8968165
2차전지·배터리소재,2차전지·배터리소재_동박,13.879187,2024-03-20,21012912
2차전지·배터리소재,2차전지·배터리소재_동박,13.887506,2024-03-31,30848679
2차전지·배터리소재,2차전지·배터리소재_동박,13.956879,2024-04-10,10441036
2차전지·배터리소재,2차전지·배터리소재_동박,13.850244,2024-04-20,22006974
2차전지·배터리소재,2차전지·배터리소재_동박,13.875263,2024-04-30,30497105
2차전지·배터리소재,2차전지·배터리소재_동박,14.645663,2024-05-10,9581836
2차전지·배터리소재,2차전지·배터리소재_동박,14.469196,2024-05-20,19099286
2차전지·배터리소재,2차전지·배터리소재_동박,14.426176,2024-05-31,28080300
2차전지·배터리소재,2차전지·배터리소재_동박,14.089612,2024-06-10,6343727
2차전지·배터리소재,2차전지·배터리소재_동박,14.464355,2024-06-20,19385452
2차전지·배터리소재,2차전지·배터리소재_동박,14.542128,2024-06-30,25172421
2차전지·배터리소재,2차전지·배터리소재_동박,14.762607,2024-07-10,9929928
2차전지·배터리소재,2차전지·배터리소재_동박,14.820847,2024-07-20,15209782
2차전지·배터리소재,2차전지·배터리소재_동박,14.959117,2024-07-31,26931779
2차전지·배터리소재,2차전지·배터리소재_동박,16.545948,2024-08-10,7290611
2차전지·배터리소재,2차전지·배터리소재_동박,15.552682,2024-08-20,16401041
2차전지·배터리소재,2차전지·배터리소재_동박,15.575954,2024-08-31,23727706
2차전지·배터리소재,2차전지·배터리소재_동박,16.813481,2024-09-10,6489074
2차전지·배터리소재,2차전지·배터리소재_동박,15.650328,2024-09-20,12427489
2차전지·배터리소재,2차전지·배터리소재_동박,15.54991,2024-09-30,17233977
2차전지·배터리소재,2차전지·배터리소재_동박,14.747,2024-10-10,4989029
2차전지·배터리소재,2차전지·배터리소재_동박,14.474833,2024-10-20,9820315
2차전지·배터리소재,2차전지·배터리소재_동박,14.853912,2024-10-31,16562331
2차전지·배터리소재,2차전지·배터리소재_동박,15.327925,2024-11-10,4135202
2차전지·배터리소재,2차전지·배터리소재_동박,15.053402,2024-11-20,11498265
2차전지·배터리소재,2차전지·배터리소재_동박,15.007467,2024-11-30,18182771
2차전지·배터리소재,2차전지·배터리소재_동박,14.792094,2024-12-10,5032703
2차전지·배터리소재,2차전지·배터리소재_동박,14.438644,2024-12-20,13583903
2차전지·배터리소재,2차전지·배터리소재_동박,14.495667,2024-12-31,20096023
2차전지·배터리소재,2차전지·배터리소재_동박,14.335321,2025-01-10,9004117
2차전지·배터리소재,2차전지·배터리소재_동박,14.212477,2025-01-20,18913336
2차전지·배터리소재,2차전지·배터리소재_동박,14.122103,2025-01-31,26561442
2차전지·배터리소재,2차전지·배터리소재_동박,13.644522,2025-02-10,6962904
2차전지·배터리소재,2차전지·배터리소재_동박,13.657413,2025-02-20,17443227
2차전지·배터리소재,2차전지·배터리소재_동박,13.613934,2025-02-28,25280628
2차전지·배터리소재,2차전지·배터리소재_동박,12.839113,2025-03-10,5359143
2차전지·배터리소재,2차전지·배터리소재_동박,13.459824,2025-03-20,18098739
2차전지·배터리소재,2차전지·배터리소재_동박,13.52408,2025-03-31,26637829
2차전지·배터리소재,2차전지·배터리소재_동박,13.754339,2025-04-10,9651297
2차전지·배터리소재,2차전지·배터리소재_동박,13.751514,2025-04-20,15550025
2차전지·배터리소재,2차전지·배터리소재_동박,13.879997,2025-04-30,29370555
2차전지·배터리소재,2차전지·배터리소재_동박,13.960849,2025-05-10,4896007
2차전지·배터리소재,2차전지·배터리소재_동박,13.81197,2025-05-20,16677489
2차전지·배터리소재,2차전지·배터리소재_동박,13.813431,2025-05-31,32158018
2차전지·배터리소재,2차전지·배터리소재_동박,14.327199,2025-06-10,9701514
2차전지·배터리소재,2차전지·배터리소재_동박,14.173418,2025-06-20,20378998
